standard_id,standard_text,chunk_count,avg_score,max_score,coverage_level
CCSS.MATH.6.EE.7,"Solve real-world and mathematical problems by writing and solving equations of the form x + p = q and px = q for cases in which p, q and x are all non-negative rational numbers.",11,0.7931454545454546,0.95,strong
CCSS.MATH.6.EE.8,Write an inequality of the form x > c or x < c to represent a constraint or condition in a real-world or mathematical problem. Recognize that inequalities of the form x > c or x < c have infinitely many solutions; represent solutions of such inequalities on number line diagrams.,6,0.7477166666666667,0.95,strong
CCSS.MATH.6.EE.9,"Use variables to represent two quantities in a real-world problem that change in relationship to one another; write an equation to express one quantity, thought of as the dependent variable, in terms of the other quantity, thought of as the independent variable. Analyze the relationship between the dependent and independent variables using graphs and tables, and relate these to the equation. For example, in a problem involving motion at constant speed, list and graph ordered pairs of distances and times, and write the equation d = 65t to represent the relationship between distance and time.",29,0.7195103448275862,0.95,strong
CCSS.MATH.6.G.1,"Find area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems.",49,0.7461591836734693,0.95,strong
CCSS.MATH.6.G.2,"Find the volume of a right rectangular prism with fractional edge lengths by packing it with unit cubes of the appropriate unit fraction edge lengths, and show that the volume is the same as would be found by multiplying the edge lengths of the prism. Apply the formulas V = lwh and V = Bh to find volumes of right rectangular prisms with fractional edge lengths in the context of solving real-world and mathematical problems.",5,0.7938799999999999,0.95,strong
CCSS.MATH.6.G.3,Draw polygons in the coordinate plane given coordinates for the vertices; use coordinates to find the length of a side joining points with the same first coordinate or the same second coordinate. Apply these techniques in the context of solving real-world and mathematical problems.,16,0.72601875,0.8021,strong
CCSS.MATH.6.G.4,"Represent three-dimensional figures using nets made up of rectangles and triangles, and use the nets to find the surface area of these figures. Apply these techniques in the context of solving real-world and mathematical problems.",31,0.740632258064516,0.95,strong
CCSS.MATH.6.NS.1,"Interpret and compute quotients of fractions, and solve word problems involving division of fractions by fractions, e.g., by using visual fraction models and equations to represent the problem. For example, create a story context for (2/3) ÷ (3/4) and use a visual fraction model to show the quotient; use the relationship between multiplication and division to explain that (2/3) ÷ (3/4) = 8/9 because 3/4 of 8/9 is 2/3. (In general, a/b ÷ c/d = ad/bc. How much chocolate will each person get if 3 people share 1/2 lb of chocolate equally? How many 3/4-cup servings are in 2/3 of a cup of yogurt? How wide is a rectangular strip of land with length 3/4 mi and area 1/2 square mi?",141,0.7336170212765958,0.95,strong
CCSS.MATH.6.NS.2,Fluently divide multi-digit numbers using the standard algorithm.,4,0.95,0.95,strong
CCSS.MATH.6.NS.3,"Fluently add, subtract, multiply, and divide multi-digit decimals using the standard algorithm for each operation.",11,0.8969545454545454,0.95,strong
CCSS.MATH.6.NS.4,"Find the greatest common factor of two whole numbers less than or equal to 100 and the least common multiple of two whole numbers less than or equal to 12. Use the distributive property to express a sum of two whole numbers 1–100 with a common factor as a multiple of a sum of two whole numbers with no common factor. For example, express 36 + 8 as 4 (9 + 2).",4,0.71175,0.7766,strong
CCSS.MATH.6.NS.5,"Understand that positive and negative numbers are used together to describe quantities having opposite directions or values (e.g., temperature above/below zero, elevation above/below sea level, debits/credits, positive/negative electric charge); use positive and negative numbers to represent quantities in real-world contexts, explaining the meaning of 0 in each situation.",13,0.7448461538461538,0.8039000000000001,strong
CCSS.MATH.6.NS.6,Extend number line diagrams and coordinate axes familiar from previous grades to represent points on the line and in the plane with negative number coordinates.,24,0.7352416666666667,0.95,strong
CCSS.MATH.6.NS.7,Understand ordering and absolute value of rational numbers.,3,0.9499999999999998,0.95,strong
CCSS.MATH.6.NS.8,Solve real-world and mathematical problems by graphing points in all four quadrants of the coordinate plane. Include use of coordinates and absolute value to find distances between points with the same first coordinate or the same second coordinate.,11,0.7236272727272728,0.95,strong
CCSS.MATH.6.RP.1,"Understand the concept of a ratio and use ratio language to describe a ratio relationship between two quantities. For example, ""The ratio of wings to beaks in the bird house at the zoo was 2:1, because for every 2 wings there was 1 beak."" ""For every vote candidate A received, candidate C received nearly three votes.""",11,0.7711909090909091,0.95,strong
CCSS.MATH.6.RP.2,"Understand the concept of a unit rate a/b associated with a ratio a:b with b ≠ 0 (b not equal to zero), and use rate language in the context of a ratio relationship. For example, ""This recipe has a ratio of 3 cups of flour to 4 cups of sugar, so there is 3/4 cup of flour for each cup of sugar."" ""We paid $75 for 15 hamburgers, which is a rate of $5 per hamburger."" (Expectations for unit rates in this grade are limited to non-complex fractions.)",16,0.7297875,0.95,strong
CCSS.MATH.6.RP.3,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.",110,0.7322718181818181,0.95,strong
CCSS.MATH.6.SP.1,"Recognize a statistical question as one that anticipates variability in the data related to the question and accounts for it in the answers. For example, ""How old am I?"" is not a statistical question, but ""How old are the students in my school?"" is a statistical question because one anticipates variability in students' ages.",15,0.7242266666666667,0.95,strong
CCSS.MATH.6.SP.2,"Understand that a set of data collected to answer a statistical question has a distribution which can be described by its center, spread, and overall shape.",8,0.7091375,0.95,strong
CCSS.MATH.6.SP.3,"Recognize that a measure of center for a numerical data set summarizes all of its values with a single number, while a measure of variation describes how its values vary with a single number",3,0.6645,0.6728,strong
CCSS.MATH.6.SP.4,"Display numerical data in plots on a number line, including dot plots, histograms, and box plots.",8,0.752275,0.95,strong
CCSS.MATH.6.SP.5,"Summarize numerical data sets in relation to their context, such as by:",12,0.9499999999999998,0.95,strong
CCSS.MATH.7.EE.1,"Apply properties of operations as strategies to add, subtract, factor, and expand linear expressions with rational coefficients.",7,0.9120142857142858,0.95,strong
CCSS.MATH.7.EE.2,"Understand that rewriting an expression in different forms in a problem context can shed light on the problem and how the quantities in it are related. For example, a + 0.05a = 1.05a means that ""increase by 5%"" is the same as ""multiply by 1.05.""",80,0.7217575,0.7901,strong
CCSS.MATH.7.EE.3,"Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically; apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example: If a woman making $25 an hour gets a 10% raise, she will make an additional 1/10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9¾ inches long in the center of a door that is 27½ inches wide, you will need to place the bar about 9 inches from each edge; this estimate can be used as a check on the exact computation.",60,0.7441966666666667,0.95,strong
CCSS.MATH.7.EE.4,"Use variables to represent quantities in a real-world or mathematical problem, and construct simple equations and inequalities to solve problems by reasoning about the quantities.",31,0.7856322580645161,0.95,strong
CCSS.MATH.7.G.1,"Solve problems involving scale drawings of geometric figures, including computing actual lengths and areas from a scale drawing and reproducing a scale drawing at a different scale.",31,0.7986806451612903,0.95,strong
CCSS.MATH.7.G.2,"Draw (freehand, with ruler and protractor, and with technology) geometric shapes with given conditions. Focus on constructing (drawing?) triangles from three measures of angles or sides, noticing when the conditions determine a unique triangle, more than one triangle, or no triangle.",69,0.7259130434782609,0.95,strong
CCSS.MATH.7.G.3,"Describe the two-dimensional figures that result from slicing three-dimensional figures, as in plane sections of right rectangular prisms and right rectangular pyramids.",9,0.6897,0.7679,strong
CCSS.MATH.7.G.4,Know the formulas for the area and circumference of a circle and use them to solve problems; give an informal derivation of the relationship between the circumference and area of a circle.,24,0.7345083333333333,0.95,strong
CCSS.MATH.7.G.5,"Use facts about supplementary, complementary, vertical, and adjacent angles in a multi-step problem to write and solve simple equations for an unknown angle in a figure.",70,0.6969742857142857,0.8045,strong
CCSS.MATH.7.G.6,"Solve real-world and mathematical problems involving area, volume and surface area of two- and three-dimensional objects composed of triangles, quadrilaterals, polygons, cubes, and right prisms.",22,0.7833863636363637,0.95,strong
CCSS.MATH.7.NS.1,"Apply and extend previous understandings of addition and subtraction to add and subtract rational numbers, and represent addition and subtraction on a horizontal or vertical number line diagram.",31,0.7312709677419355,0.95,strong
CCSS.MATH.7.NS.2,Apply and extend previous understandings of multiplication and division and of fractions to multiply and divide rational number.,61,0.7641311475409837,0.95,strong
CCSS.MATH.7.NS.3,Solve real-world and mathematical problems involving the four operations with rational numbers. (Note: Computations with rational numbers extend the rules for manipulating fractions to complex fractions.),10,0.88604,0.95,strong
CCSS.MATH.7.RP.1,"Compute unit rates associated with ratios of fractions, including ratios of lengths, areas and other quantities measured in like and or different units. For example, if a person walks 1/2 mile in each 1/4 hour, compute the unit rate as the complex fraction 1214 miles per hour, equivalently 2 miles per hour.",15,0.74578,0.95,strong
CCSS.MATH.7.RP.2,Recognize and represent proportional relationships between quantities.,24,0.9061666666666666,0.95,strong
CCSS.MATH.7.RP.3,"Use proportional relationships to solve multistep ratio and percent problems. Examples: simple interest, tax, markups and markdowns, gratuities and commissions, fees, percent increase and decrease, percent error.",25,0.852368,0.95,strong
CCSS.MATH.7.SP.1,Understand that statistics can be used to gain information about a population by examining a sample of the population; generalizations about a population from a sample are valid only if the sample is representative of that population. Understand that random sampling tends to produce representative samples and support valid inferences.,15,0.7431266666666667,0.95,strong
CCSS.MATH.7.SP.2,"Use data from a random sample to draw inferences about a population with an unknown characteristic of interest. Generate multiple samples (or simulated samples) of the same size to gauge the variation in estimates or predictions. For example, estimate the mean word length in a book by randomly sampling words from the book; predict the winner of a school election based on randomly sampled survey data. Gauge how far off the estimate or prediction might be.",54,0.6920814814814814,0.95,strong
CCSS.MATH.7.SP.3,"Informally assess the degree of visual overlap of two numerical data distributions with similar variabilities, measuring the difference between the centers by expressing it as a multiple of a measure of variability. For example, mean height of players on the basketball team is. 10 cm greater than mean height of players on the soccer team, about twice the variability (mean absolute deviation) on either team; on a dot plot, the separation between the two distributions of heights is noticeable",87,0.6824206896551723,0.7984,strong
CCSS.MATH.7.SP.4,"Use measures of center and measures of variability for numerical data from random samples to draw informal comparative inferences about two populations. For example, decide whether the words in a chapter of a seventh-grade science book are generally longer than the words in a chapter of a fourth-grade science book.",288,0.6919395833333334,0.95,strong
CCSS.MATH.7.SP.5,"Understand that the probability of a chance event is a number between 0 and 1 that expresses the likelihood of the event occurring. Larger numbers indicate greater likelihood. A probability near 0 indicates an unlikely event, a probability around ½ indicates an event that is neither unlikely nor likely, and a probability near 1 indicates a likely event.",31,0.6833290322580645,0.7755000000000001,strong
CCSS.MATH.7.SP.6,"Approximate the probability of a chance event by collecting data on the chance process that produces it and observing its long-run relative frequency, and predict the approximate relative frequency given the probability. For example, when rolling a number cube 600 times, predict that a 3 or 6 would be rolled roughly 200 times, but probably not exactly 200 times.",94,0.6876989361702127,0.95,strong
CCSS.MATH.7.SP.7,"Develop a probability model and use it to find probabilities of events; compare probabilities from a model to observed frequencies; and if the agreement is not good, explain possible sources of the discrepancy.",28,0.70475,0.95,strong
CCSS.MATH.7.SP.8,"Find probabilities of compound events using organized lists, tables, tree diagrams, and simulation.",11,0.8029363636363637,0.95,strong
CCSS.MATH.8.EE.1,"Know and apply the properties of integer exponents to generate equivalent numerical expressions. For example, 3² × 3<sup>-5</sup> = 3<sup>-3</sup> = 1/3³ = 1/27",20,0.71334,0.95,strong
CCSS.MATH.8.EE.2,"Use square root and cube root symbols to represent solutions to equations of the form x² = p and x³ = p, where p is a positive rational number. Evaluate square roots of small perfect squares and cube roots of small perfect cubes. Know that √2 is irrational.",8,0.7883,0.95,strong
CCSS.MATH.8.EE.3,"Use numbers expressed in the form of a single digit times an integer power of 10 to estimate very large or very small quantities, and to express how many times as much one is than the other. For example, estimate the population of the United States as 3 × 10<sup>8</sup> and the population of the world as 7 × 10<sup>9</sup>, and determine that the world population is more than 20 times larger.",44,0.685,0.7873,strong
CCSS.MATH.8.EE.4,"Perform operations with numbers expressed in scientific notation, including problems where both decimal and scientific notation are used. Use scientific notation and choose units of appropriate size for measurements of very large or very small quantities (e.g., use millimeters per year for seafloor spreading). Interpret scientific notation that has been generated by technology.",12,0.7861250000000001,0.95,strong
CCSS.MATH.8.EE.5,"Graph proportional relationships, interpreting the unit rate as the slope of the graph. Compare two different proportional relationships represented in different ways. For example, compare a distance-time graph to a distance-time equation to determine which of two moving objects has greater speed.",33,0.7141757575757576,0.95,strong
CCSS.MATH.8.EE.6,"Use similar triangles to explain why the slope m is the same between any two distinct points on a non-vertical line in the coordinate plane; derive the equation y = mx for a line through the origin, and the equation y = mx + b for a line intercepting the vertical axis at b.",10,0.8591899999999999,0.95,strong
CCSS.MATH.8.EE.7,Solve linear equations in one variable,8,0.9225625,0.95,strong
CCSS.MATH.8.EE.8,Analyze and solve pairs of simultaneous linear equations,9,0.9499999999999998,0.95,strong
CCSS.MATH.8.F.1,Understand that a function is a rule that assigns to each input exactly one output. The graph of a function is the set of ordered pairs consisting of an input and the corresponding output (function notation is not required in Grade 8).,10,0.81917,0.95,strong
CCSS.MATH.8.F.2,"Compare properties of two functions each represented in a different way (algebraically, graphically, numerically in tables, or by verbal descriptions). For example, given a linear function represented by a table of values and a linear function represented by an algebraic expression, determine which function has the greater rate of change.",1,0.6981,0.6981,weak
CCSS.MATH.8.F.3,"Interpret the equation y = mx + b as defining a linear function, whose graph is a straight line; give examples of functions that are not linear. For example, the function A= S² giving the area of a square as a function of its side length is not linear because its graph contains the points (1, 1), (2, 4) and (3, 9), which are not on a straight line.",6,0.8003333333333332,0.95,strong
CCSS.MATH.8.F.4,"Construct a function to model a linear relationship between two quantities. Determine the rate of change and initial value of the function from a description of a relationship or from two (x, y) values, including reading these from a table or from a graph. Interpret the rate of change and initial value of a linear function in terms of the situation it models, and in terms of its graph or a table of values.",6,0.7836333333333334,0.95,strong
CCSS.MATH.8.F.5,"Describe qualitatively the functional relationship between two quantities by analyzing a graph (e.g., where the function is increasing or decreasing, linear or nonlinear). Sketch a graph that exhibits the qualitative features of a function that has been described verbally.",8,0.7590375,0.95,strong
CCSS.MATH.8.G.1,"Verify experimentally the properties of rotations, reflections, and translations.",9,0.9204111111111111,0.95,strong
CCSS.MATH.8.G.2,"Understand that a two-dimensional figure is congruent to another if the second can be obtained from the first by a sequence of rotations, reflections, and translations; given two congruent figures, describe a sequence that exhibits the congruence between them.",5,0.76476,0.95,strong
CCSS.MATH.8.G.3,"Describe the effect of dilations, translations, rotations, and reflections on two-dimensional figures using coordinates.",9,0.7729222222222222,0.95,strong
CCSS.MATH.8.G.4,"Understand that a two-dimensional figure is similar to another if the second can be obtained from the first by a sequence of rotations, reflections, translations, and dilations; given two similar two-dimensional figures, describe a sequence that exhibits the similarity between them.",3,0.8781666666666667,0.95,strong
CCSS.MATH.8.G.5,"Use informal arguments to establish facts about the angle sum and exterior angle of triangles, about the angles created when parallel lines are cut by a transversal, and the angle-angle criterion for similarity of triangles. For example, arrange three copies of the same triangle so that the sum of the three angles appears to form a line, and give an argument in terms of transversals why this is so.",32,0.71955,0.95,strong
CCSS.MATH.8.G.6,Explain a proof of the Pythagorean Theorem and its converse.,11,0.7216454545454546,0.95,strong
CCSS.MATH.8.G.7,Apply the Pythagorean Theorem to determine unknown side lengths in right triangles in real-world and mathematical problems in two and three dimensions.,7,0.7949999999999999,0.95,strong
CCSS.MATH.8.G.8,Apply the Pythagorean Theorem to find the distance between two points in a coordinate system.,6,0.6846833333333334,0.7739,strong
CCSS.MATH.8.G.9,"Know the formulas for the volumes of cones, cylinders, and spheres and use them to solve real-world and mathematical problems.",19,0.7306473684210527,0.95,strong
CCSS.MATH.8.NS.1,"Know that numbers that are not rational are called irrational. Understand informally that every number has a decimal expansion; for rational numbers show that the decimal expansion repeats eventually, and convert a decimal expansion which repeats eventually into a rational number.",2,0.82585,0.95,weak
CCSS.MATH.8.NS.2,"Use rational approximations of irrational numbers to compare the size of irrational numbers, locate them approximately on a number line diagram, and estimate the value of expressions (e.g., π²). For example, by truncating the decimal expansion of √2 , show that √2 is between 1 and 2, then between 1.4 and 1.5, and explain how to continue on to get better approximations.",37,0.692372972972973,0.95,strong
CCSS.MATH.8.SP.1,"Construct and interpret scatter plots for bivariate measurement data to investigate patterns of association between two quantities. Describe patterns such as clustering, outliers, positive or negative association, linear association, and nonlinear association.",25,0.720968,0.95,strong
CCSS.MATH.8.SP.2,"Know that straight lines are widely used to model relationships between two quantitative variables. For scatter plots that suggest a linear association, informally fit a straight line, and informally assess the model fit by judging the closeness of the data points to the line.",34,0.7198,0.95,strong
CCSS.MATH.8.SP.3,"Use the equation of a linear model to solve problems in the context of bivariate measurement data, interpreting the slope and intercept. For example, in a linear model for a biology experiment, interpret a slope of 1.5 cm/hr as meaning that an additional hour of sunlight each day is associated with an additional 1.5 cm in mature plant height.",13,0.7184461538461538,0.7839,strong
CCSS.MATH.8.SP.4,"Understand that patterns of association can also be seen in bivariate categorical data by displaying frequencies and relative frequencies in a two-way table. Construct and interpret a two-way table summarizing data on two categorical variables collected from the same subjects. Use relative frequencies calculated for rows or columns to describe possible association between the two variables. For example, collect data from students in your class on whether or not they have a curfew on school nights and whether or not they have assigned chores at home. Is there evidence that those who have a curfew also tend to have chores?",28,0.6957464285714285,0.7987000000000001,strong
CCSS.MATH.HSA.APR.A.1,"Understand that polynomials form a system analogous to the integers, namely, they are closed under the operations of addition, subtraction, and multiplication; add, subtract, and multiply polynomials.",0,0,0,none
CCSS.MATH.HSA.APR.B.2,"Know and apply the Remainder Theorem: For a polynomial <em>p(x)</em> and a number <em>a</em>, the remainder on division by <em>x - a</em> is <em>p(a)</em>, so <em>p(a) = 0</em> if and only if <em>(x - a)</em> is a factor of <em>p(x)</em>.",0,0,0,none
CCSS.MATH.HSA.APR.B.3,"Identify zeros of polynomials when suitable factorizations are available, and use the zeros to construct a rough graph of the function defined by the polynomial.",0,0,0,none
CCSS.MATH.HSA.APR.C.4,Prove polynomial identities and use them to describe numerical relationships.,0,0,0,none
CCSS.MATH.HSA.APR.D.6,"Rewrite simple rational expressions in different forms; write <em>a(x)/b(x)</em> in the form <em>q(x) + r(x)/b(x)</em>, where <em>a(x), b(x), q(x)</em>, and <em>r(x)</em> are polynomials with the degree of <em>r(x)</em> less than the degree of <em>b(x)</em>, using inspection, long division, or, for the more complicated examples, a computer algebra system.",0,0,0,none
CCSS.MATH.HSA.CED.A.1,"Create equations and inequalities in one variable and use them to solve problems. Include equations arising from linear and quadratic functions, and simple rational and exponential functions.",1,0.6523,0.6523,weak
CCSS.MATH.HSA.CED.A.2,Create equations in two or more variables to represent relationships between quantities; graph equations on coordinate axes with labels and scales.,3,0.7078666666666668,0.7275,strong
CCSS.MATH.HSA.CED.A.3,"Represent constraints by equations or inequalities, and by systems of equations and/or inequalities, and interpret solutions as viable or nonviable options in a modeling context.",0,0,0,none
CCSS.MATH.HSA.CED.A.4,"Rearrange formulas to highlight a quantity of interest, using the same reasoning as in solving equations.",2,0.6675,0.6772,weak
CCSS.MATH.HSA.REI.A.1,"Explain each step in solving a simple equation as following from the equality of numbers asserted at the previous step, starting from the assumption that the original equation has a solution. Construct a viable argument to justify a solution method.",7,0.6925142857142857,0.7212000000000001,strong
CCSS.MATH.HSA.REI.A.2,"Solve simple rational and radical equations in one variable, and give examples showing how extraneous solutions may arise.",0,0,0,none
CCSS.MATH.HSA.REI.B.3,"Solve linear equations and inequalities in one variable, including equations with coefficients represented by letters.",1,0.7501,0.7501,weak
CCSS.MATH.HSA.REI.B.4,Solve quadratic equations in one variable.,0,0,0,none
CCSS.MATH.HSA.REI.C.5,"Prove that, given a system of two equations in two variables, replacing one equation by the sum of that equation and a multiple of the other produces a system with the same solutions.",0,0,0,none
CCSS.MATH.HSA.REI.C.6,"Solve systems of linear equations exactly and approximately (e.g., with graphs), focusing on pairs of linear equations in two variables.",2,0.7303,0.7327,weak
CCSS.MATH.HSA.REI.C.7,Solve a simple system consisting of a linear equation and a quadratic equation in two variables algebraically and graphically.,2,0.7014,0.7319,weak
CCSS.MATH.HSA.REI.D.10,"Understand that the graph of an equation in two variables is the set of all its solutions plotted in the coordinate plane, often forming a curve (which could be a line).",12,0.6984416666666666,0.7517,strong
CCSS.MATH.HSA.REI.D.11,"Explain why the <em>x</em>-coordinates of the points where the graphs of the equations <em>y = f(x)</em> and <em>y = g(x)</em> intersect are the solutions of the equation <em>f(x) = g(x)</em>; find the solutions approximately, e.g., using technology to graph the functions, make tables of values, or find successive approximations. Include cases where <em>f(x)</em> and/or <em>g(x)</em> are linear, polynomial, rational, absolute value, exponential, and logarithmic functions.",1,0.7165,0.7165,weak
CCSS.MATH.HSA.REI.D.12,"Graph the solutions to a linear inequality in two variables as a half-plane (excluding the boundary in the case of a strict inequality), and graph the solution set to a system of linear inequalities in two variables as the intersection of the corresponding half-planes.",0,0,0,none
CCSS.MATH.HSA.SSE.A.1,Interpret expressions that represent a quantity in terms of its context.,6,0.6897166666666666,0.7322,strong
CCSS.MATH.HSA.SSE.A.2,Use the structure of an expression to identify ways to rewrite it.,0,0,0,none
CCSS.MATH.HSA.SSE.B.3,Choose and produce an equivalent form of an expression to reveal and explain properties of the quantity represented by the expression.,6,0.6733666666666668,0.6967,strong
CCSS.MATH.HSA.SSE.B.4,"Derive the formula for the sum of a finite geometric series (when the common ratio is not 1), and use the formula to solve problems.",0,0,0,none
CCSS.MATH.HSF.BF.A.1,Write a function that describes a relationship between two quantities.,1,0.6904,0.6904,weak
CCSS.MATH.HSF.BF.A.2,"Write arithmetic and geometric sequences both recursively and with an explicit formula, use them to model situations, and translate between the two forms.",2,0.69705,0.7205,weak
CCSS.MATH.HSF.BF.B.3,"Identify the effect on the graph of replacing <em>f(x)</em> by <em>f(x) + k, kf(x), f(kx),</em> and <em>f(x + k)</em> for specific values of k (both positive and negative); find the value of k given the graphs. Experiment with cases and illustrate an explanation of the effects on the graph using technology. Include recognizing even and odd functions from their graphs and algebraic expressions for them.",0,0,0,none
CCSS.MATH.HSF.BF.B.4,Find inverse functions.,0,0,0,none
CCSS.MATH.HSF.IF.A.1,"Understand that a function from one set (called the domain) to another set (called the range) assigns to each element of the domain exactly one element of the range. If <em>f</em> is a function and <em>x</em> is an element of its domain, then <em>f(x)</em> denotes the output of <em>f</em> corresponding to the input <em>x</em>. The graph of <em>f</em> is the graph of the equation <em>y = f(x)</em>.",0,0,0,none
CCSS.MATH.HSF.IF.A.2,"Use function notation, evaluate functions for inputs in their domains, and interpret statements that use function notation in terms of a context.",0,0,0,none
CCSS.MATH.HSF.IF.A.3,"Recognize that sequences are functions, sometimes defined recursively, whose domain is a subset of the integers. For example, the Fibonacci sequence is defined recursively by <em>f(0) = f(1) = 1, f(n + 1) = f(n) + f(n - 1)</em> for <em>n ≥ 1</em>.",0,0,0,none
CCSS.MATH.HSF.IF.B.4,"For a function that models a relationship between two quantities, interpret key features of graphs and tables in terms of the quantities, and sketch graphs showing key features given a verbal description of the relationship. Key features include: intercepts; intervals where the function is increasing, decreasing, positive, or negative; relative maximums and minimums; symmetries; end behavior; and periodicity.",23,0.692204347826087,0.7384000000000001,strong
CCSS.MATH.HSF.IF.B.5,"Relate the domain of a function to its graph and, where applicable, to the quantitative relationship it describes.",2,0.7065,0.7216,weak
CCSS.MATH.HSF.IF.B.6,Calculate and interpret the average rate of change of a function (presented symbolically or as a table) over a specified interval. Estimate the rate of change from a graph.,28,0.6836785714285715,0.7498,strong
CCSS.MATH.HSF.IF.C.7,"Graph functions expressed symbolically and show key features of the graph, by hand in simple cases and using technology for more complicated cases.",6,0.69625,0.7348,strong
CCSS.MATH.HSF.IF.C.8,Write a function defined by an expression in different but equivalent forms to reveal and explain different properties of the function.,0,0,0,none
CCSS.MATH.HSF.IF.C.9,"Compare properties of two functions each represented in a different way (algebraically, graphically, numerically in tables, or by verbal descriptions).",0,0,0,none
CCSS.MATH.HSF.LE.A.1,Distinguish between situations that can be modeled with linear functions and with exponential functions.,2,0.6738999999999999,0.6955,weak
CCSS.MATH.HSF.LE.A.2,"Construct linear and exponential functions, including arithmetic and geometric sequences, given a graph, a description of a relationship, or two input-output pairs (include reading these from a table).",1,0.6813,0.6813,weak
CCSS.MATH.HSF.LE.A.3,"Observe using graphs and tables that a quantity increasing exponentially eventually exceeds a quantity increasing linearly, quadratically, or (more generally) as a polynomial function.",1,0.7302,0.7302,weak
CCSS.MATH.HSF.LE.A.4,"For exponential models, express as a logarithm the solution to <em>ab<sup>ct</sup> = d</em> where <em>a, c,</em> and <em>d</em> are numbers and the base <em>b</em> is 2, 10, or <em>e</em>; evaluate the logarithm using technology.",11,0.6735818181818182,0.7375,strong
CCSS.MATH.HSF.LE.B.5,Interpret the parameters in a linear or exponential function in terms of a context.,1,0.6555,0.6555,weak
CCSS.MATH.HSF.TF.A.1,Understand radian measure of an angle as the length of the arc on the unit circle subtended by the angle.,0,0,0,none
CCSS.MATH.HSF.TF.A.2,"Explain how the unit circle in the coordinate plane enables the extension of trigonometric functions to all real numbers, interpreted as radian measures of angles traversed counterclockwise around the unit circle.",0,0,0,none
CCSS.MATH.HSF.TF.B.5,"Choose trigonometric functions to model periodic phenomena with specified amplitude, frequency, and midline.",1,0.6832,0.6832,weak
CCSS.MATH.HSF.TF.C.8,"Prove the Pythagorean identity sin²(θ) + cos²(θ) = 1 and use it to find sin(θ), cos(θ), or tan(θ) given sin(θ), cos(θ), or tan(θ) and the quadrant of the angle.",0,0,0,none
CCSS.MATH.HSG.C.A.1,Prove that all circles are similar.,0,0,0,none
CCSS.MATH.HSG.C.A.2,"Identify and describe relationships among inscribed angles, radii, and chords. Include the relationship between central, inscribed, and circumscribed angles; inscribed angles on a diameter are right angles; the radius of a circle is perpendicular to the tangent where the radius intersects the circle.",0,0,0,none
CCSS.MATH.HSG.C.A.3,"Construct the inscribed and circumscribed circles of a triangle, and prove properties of angles for a quadrilateral inscribed in a circle.",0,0,0,none
CCSS.MATH.HSG.C.B.5,"Derive using similarity the fact that the length of the arc intercepted by an angle is proportional to the radius, and define the radian measure of the angle as the constant of proportionality; derive the formula for the area of a sector.",1,0.6543,0.6543,weak
CCSS.MATH.HSG.CO.A.1,"Know precise definitions of angle, circle, perpendicular line, parallel line, and line segment, based on the undefined notions of point, line, distance along a line, and distance around a circular arc.",0,0,0,none
CCSS.MATH.HSG.CO.A.2,"Represent transformations in the plane using, e.g., transparencies and geometry software; describe transformations as functions that take points in the plane as inputs and give other points as outputs. Compare transformations that preserve distance and angle to those that do not (e.g., translation versus horizontal stretch).",2,0.70725,0.7444000000000001,weak
CCSS.MATH.HSG.CO.A.3,"Given a rectangle, parallelogram, trapezoid, or regular polygon, describe the rotations and reflections that carry it onto itself.",0,0,0,none
CCSS.MATH.HSG.CO.A.4,"Develop definitions of rotations, reflections, and translations in terms of angles, circles, perpendicular lines, parallel lines, and line segments.",1,0.6832,0.6832,weak
CCSS.MATH.HSG.CO.A.5,"Given a geometric figure and a rotation, reflection, or translation, draw the transformed figure using, e.g., graph paper, tracing paper, or geometry software. Specify a sequence of transformations that will carry a given figure onto another.",8,0.68665,0.7487,strong
CCSS.MATH.HSG.CO.B.6,"Use geometric descriptions of rigid motions to transform figures and to predict the effect of a given rigid motion on a given figure; given two figures, use the definition of congruence in terms of rigid motions to decide if they are congruent.",2,0.7134,0.7286,weak
CCSS.MATH.HSG.CO.B.7,Use the definition of congruence in terms of rigid motions to show that two triangles are congruent if and only if corresponding pairs of sides and corresponding pairs of angles are congruent.,1,0.7824,0.7824,weak
CCSS.MATH.HSG.CO.B.8,"Explain how the criteria for triangle congruence (ASA, SAS, and SSS) follow from the definition of congruence in terms of rigid motions.",1,0.7871,0.7871,weak
CCSS.MATH.HSG.CO.C.10,Prove theorems about triangles. Theorems include: measures of interior angles of a triangle sum to 180°; base angles of isosceles triangles are congruent; the segment joining midpoints of two sides of a triangle is parallel to the third side and half the length; the medians of a triangle meet at a point.,9,0.7149888888888889,0.7949,strong
